planet,endpoint_type,to_sign,event_utc_dt,year,to_nakshatra,to_pada
sun,rashi,Aries,1900-03-15T04:41:57.187500+00:00,1900,,
sun,rashi,Pisces,1900-09-16T15:11:15+00:00,1900,,
sun,rashi,Aries,1901-03-14T08:15:00+00:00,1901,,
sun,rashi,Pisces,1901-09-17T02:15:42.187500+00:00,1901,,
sun,rashi,Aries,1902-03-15T20:06:33.750000+00:00,1902,,
sun,rashi,Pisces,1902-09-18T03:55:32.812500+00:00,1902,,
sun,rashi,Aries,1903-03-15T17:52:58.125000+00:00,1903,,
sun,rashi,Pisces,1903-09-17T18:54:08.437500+00:00,1903,,
sun,rashi,Aries,1904-03-14T18:10:32.812500+00:00,1904,,
sun,rashi,Pisces,1904-09-18T04:32:06.562500+00:00,1904,,
sun,rashi,Aries,1905-03-15T21:25:18.750000+00:00,1905,,
sun,rashi,Pisces,1905-09-16T13:30:42.187500+00:00,1905,,
sun,rashi,Aries,1906-03-14T05:41:43.125000+00:00,1906,,
sun,rashi,Pisces,1906-09-17T16:27:53.437500+00:00,1906,,
sun,rashi,Aries,1907-03-15T20:15:00+00:00,1907,,
sun,rashi,Pisces,1907-09-17T10:46:52.500000+00:00,1907,,
sun,rashi,Aries,1908-03-14T04:04:41.250000+00:00,1908,,
sun,rashi,Pisces,1908-09-17T02:22:01.875000+00:00,1908,,
sun,rashi,Aries,1909-03-15T05:16:24.375000+00:00,1909,,
sun,rashi,Pisces,1909-09-18T02:26:57.187500+00:00,1909,,
sun,rashi,Aries,1910-03-15T22:22:58.125000+00:00,1910,,
sun,rashi,Pisces,1910-09-17T06:45:42.187500+00:00,1910,,
sun,rashi,Aries,1911-03-15T08:12:11.250000+00:00,1911,,
sun,rashi,Pisces,1911-09-19T00:49:55.312500+00:00,1911,,
sun,rashi,Aries,1912-03-15T17:04:27.187500+00:00,1912,,
sun,rashi,Pisces,1912-09-16T11:30:28.125000+00:00,1912,,
sun,rashi,Aries,1913-03-14T07:40:32.812500+00:00,1913,,
sun,rashi,Pisces,1913-09-17T10:28:35.625000+00:00,1913,,
sun,rashi,Aries,1914-03-15T18:18:16.875000+00:00,1914,,
sun,rashi,Pisces,1914-09-17T18:19:41.250000+00:00,1914,,
sun,rashi,Aries,1915-03-15T04:21:33.750000+00:00,1915,,
sun,rashi,Pisces,1915-09-17T06:43:35.625000+00:00,1915,,
sun,rashi,Aries,1916-03-14T13:22:58.125000+00:00,1916,,
sun,rashi,Pisces,1916-09-17T23:30:28.125000+00:00,1916,,
sun,rashi,Aries,1917-03-15T11:21:19.687500+00:00,1917,,
sun,rashi,Pisces,1917-09-16T09:04:13.125000+00:00,1917,,
sun,rashi,Aries,1918-03-14T16:57:25.312500+00:00,1918,,
sun,rashi,Pisces,1918-09-18T09:38:40.312500+00:00,1918,,
sun,rashi,Aries,1919-03-16T11:15:42.187500+00:00,1919,,
sun,rashi,Pisces,1919-09-17T16:46:10.312500+00:00,1919,,
sun,rashi,Aries,1920-03-14T08:57:11.250000+00:00,1920,,
sun,rashi,Pisces,1920-09-17T21:25:18.750000+00:00,1920,,
sun,rashi,Aries,1921-03-16T05:32:34.687500+00:00,1921,,
sun,rashi,Pisces,1921-09-17T22:00:28.125000+00:00,1921,,
sun,rashi,Aries,1922-03-15T07:27:11.250000+00:00,1922,,
sun,rashi,Pisces,1922-09-16T23:12:53.437500+00:00,1922,,
sun,rashi,Aries,1923-03-15T00:42:53.437500+00:00,1923,,
sun,rashi,Pisces,1923-09-18T09:11:57.187500+00:00,1923,,
sun,rashi,Aries,1924-03-15T03:57:39.375000+00:00,1924,,
sun,rashi,Pisces,1924-09-16T01:44:03.750000+00:00,1924,,
sun,rashi,Aries,1925-03-13T19:54:36.562500+00:00,1925,,
sun,rashi,Pisces,1925-09-17T21:23:12.187500+00:00,1925,,
sun,rashi,Aries,1926-03-16T13:11:00.937500+00:00,1926,,
sun,rashi,Pisces,1926-09-17T19:51:47.812500+00:00,1926,,
sun,rashi,Aries,1927-03-15T08:21:19.687500+00:00,1927,,
sun,rashi,Pisces,1927-09-18T21:28:07.500000+00:00,1927,,
sun,rashi,Aries,1928-03-15T20:02:20.625000+00:00,1928,,
sun,rashi,Pisces,1928-09-18T00:20:23.437500+00:00,1928,,
sun,rashi,Aries,1929-03-15T11:07:58.125000+00:00,1929,,
sun,rashi,Pisces,1929-09-16T03:06:19.687500+00:00,1929,,
sun,rashi,Aries,1930-03-14T03:47:06.562500+00:00,1930,,
sun,rashi,Pisces,1930-09-18T06:26:00.937500+00:00,1930,,
sun,rashi,Aries,1931-03-15T23:08:40.312500+00:00,1931,,
sun,rashi,Pisces,1931-09-16T14:03:45+00:00,1931,,
sun,rashi,Aries,1932-03-13T12:02:48.750000+00:00,1932,,
sun,rashi,Pisces,1932-09-18T01:11:00.937500+00:00,1932,,
sun,rashi,Aries,1933-03-16T04:08:54.375000+00:00,1933,,
sun,rashi,Pisces,1933-09-17T14:31:10.312500+00:00,1933,,
sun,rashi,Aries,1934-03-15T11:09:22.500000+00:00,1934,,
sun,rashi,Pisces,1934-09-17T14:59:17.812500+00:00,1934,,
sun,rashi,Aries,1935-03-16T05:50:51.562500+00:00,1935,,
sun,rashi,Pisces,1935-09-19T00:47:48.750000+00:00,1935,,
sun,rashi,Aries,1936-03-15T13:52:30+00:00,1936,,
sun,rashi,Pisces,1936-09-16T04:33:30.937500+00:00,1936,,
sun,rashi,Aries,1937-03-14T09:27:25.312500+00:00,1937,,
sun,rashi,Pisces,1937-09-18T11:55:46.875000+00:00,1937,,
sun,rashi,Aries,1938-03-16T08:09:22.500000+00:00,1938,,
sun,rashi,Pisces,1938-09-17T07:23:40.312500+00:00,1938,,
sun,rashi,Aries,1939-03-14T14:19:13.125000+00:00,1939,,
sun,rashi,Pisces,1939-09-18T17:36:47.812500+00:00,1939,,
sun,rashi,Aries,1940-03-15T19:56:00.937500+00:00,1940,,
sun,rashi,Pisces,1940-09-17T12:55:32.812500+00:00,1940,,
sun,rashi,Aries,1941-03-14T16:44:45.937500+00:00,1941,,
sun,rashi,Pisces,1941-09-15T22:01:10.312500+00:00,1941,,
sun,rashi,Aries,1942-03-15T05:41:43.125000+00:00,1942,,
sun,rashi,Pisces,1942-09-18T16:06:47.812500+00:00,1942,,
sun,rashi,Aries,1943-03-16T08:42:25.312500+00:00,1943,,
sun,rashi,Pisces,1943-09-17T05:04:27.187500+00:00,1943,,
sun,rashi,Aries,1944-03-14T01:21:33.750000+00:00,1944,,
sun,rashi,Pisces,1944-09-19T02:41:00.937500+00:00,1944,,
sun,rashi,Aries,1945-03-16T23:50:51.562500+00:00,1945,,
sun,rashi,Pisces,1945-09-17T07:33:30.937500+00:00,1945,,
sun,rashi,Aries,1946-03-14T14:00:56.250000+00:00,1946,,
sun,rashi,Pisces,1946-09-17T20:44:31.875000+00:00,1946,,
sun,rashi,Aries,1947-03-15T23:17:48.750000+00:00,1947,,
sun,rashi,Pisces,1947-09-17T17:17:06.562500+00:00,1947,,
sun,rashi,Aries,1948-03-14T09:45:42.187500+00:00,1948,,
sun,rashi,Pisces,1948-09-15T06:07:44.062500+00:00,1948,,
sun,rashi,Aries,1949-03-13T12:08:26.250000+00:00,1949,,
sun,rashi,Pisces,1949-09-18T11:28:21.562500+00:00,1949,,
sun,rashi,Aries,1950-03-16T18:39:22.500000+00:00,1950,,
sun,rashi,Pisces,1950-09-17T04:03:59.062500+00:00,1950,,
sun,rashi,Aries,1951-03-14T22:11:00.937500+00:00,1951,,
sun,rashi,Pisces,1951-09-20T21:49:55.312500+00:00,1951,,
sun,rashi,Aries,1952-03-17T09:12:39.375000+00:00,1952,,
sun,rashi,Pisces,1952-09-17T14:24:08.437500+00:00,1952,,
sun,rashi,Aries,1953-03-14T20:51:33.750000+00:00,1953,,
sun,rashi,Pisces,1953-09-16T05:07:15.937500+00:00,1953,,
sun,rashi,Aries,1954-03-15T09:13:21.562500+00:00,1954,,
sun,rashi,Pisces,1954-09-18T06:41:29.062500+00:00,1954,,
sun,rashi,Aries,1955-03-15T14:05:09.375000+00:00,1955,,
sun,rashi,Pisces,1955-09-15T19:34:13.125000+00:00,1955,,
sun,rashi,Aries,1956-03-13T01:41:57.187500+00:00,1956,,
sun,rashi,Pisces,1956-09-19T02:06:33.750000+00:00,1956,,
sun,rashi,Aries,1957-03-16T10:40:32.812500+00:00,1957,,
sun,rashi,Pisces,1957-09-16T14:52:15.937500+00:00,1957,,
sun,rashi,Aries,1958-03-14T14:54:22.500000+00:00,1958,,
sun,rashi,Pisces,1958-09-19T16:24:22.500000+00:00,1958,,
sun,rashi,Aries,1959-03-17T18:47:06.562500+00:00,1959,,
sun,rashi,Pisces,1959-09-18T08:38:54.375000+00:00,1959,,
sun,rashi,Aries,1960-03-14T15:45:00+00:00,1960,,
sun,rashi,Pisces,1960-09-15T19:33:30.937500+00:00,1960,,
sun,rashi,Aries,1961-03-15T12:40:04.687500+00:00,1961,,
sun,rashi,Pisces,1961-09-18T20:26:57.187500+00:00,1961,,
sun,rashi,Aries,1962-03-16T03:22:30+00:00,1962,,
sun,rashi,Pisces,1962-09-16T12:43:35.625000+00:00,1962,,
sun,rashi,Aries,1963-03-13T16:04:41.250000+00:00,1963,,
sun,rashi,Pisces,1963-09-19T21:42:11.250000+00:00,1963,,
sun,rashi,Aries,1964-03-16T09:11:57.187500+00:00,1964,,
sun,rashi,Pisces,1964-09-16T06:42:53.437500+00:00,1964,,
sun,rashi,Aries,1965-03-13T04:40:32.812500+00:00,1965,,
sun,rashi,Pisces,1965-09-15T23:16:24.375000+00:00,1965,,
sun,rashi,Aries,1966-03-17T12:47:48.750000+00:00,1966,,
sun,rashi,Pisces,1966-09-17T23:33:16.875000+00:00,1966,,
sun,rashi,Aries,1967-03-15T16:33:30.937500+00:00,1967,,
sun,rashi,Pisces,1967-09-17T12:18:16.875000+00:00,1967,,
sun,rashi,Aries,1968-03-15T20:30:28.125000+00:00,1968,,
sun,rashi,Pisces,1968-09-20T05:50:09.375000+00:00,1968,,
sun,rashi,Aries,1969-03-17T09:56:57.187500+00:00,1969,,
sun,rashi,Pisces,1969-09-16T08:43:49.687500+00:00,1969,,
sun,rashi,Aries,1970-03-13T12:11:57.187500+00:00,1970,,
sun,rashi,Pisces,1970-09-20T15:09:08.437500+00:00,1970,,
sun,rashi,Aries,1971-03-17T12:17:34.687500+00:00,1971,,
sun,rashi,Pisces,1971-09-16T11:29:03.750000+00:00,1971,,
sun,rashi,Aries,1972-03-12T23:33:59.062500+00:00,1972,,
sun,rashi,Pisces,1972-09-14T00:19:41.250000+00:00,1972,,
sun,rashi,Aries,1973-03-14T15:10:32.812500+00:00,1973,,
sun,rashi,Pisces,1973-09-18T02:10:46.875000+00:00,1973,,
sun,rashi,Aries,1974-03-16T05:12:11.250000+00:00,1974,,
sun,rashi,Pisces,1974-09-16T11:58:35.625000+00:00,1974,,
sun,rashi,Aries,1975-03-14T19:34:13.125000+00:00,1975,,
sun,rashi,Pisces,1975-09-22T06:26:00.937500+00:00,1975,,
sun,rashi,Aries,1976-03-17T16:44:03.750000+00:00,1976,,
sun,rashi,Pisces,1976-09-16T05:08:40.312500+00:00,1976,,
sun,rashi,Aries,1977-03-13T02:59:17.812500+00:00,1977,,
sun,rashi,Pisces,1977-09-20T00:54:08.437500+00:00,1977,,
sun,rashi,Aries,1978-03-18T07:08:54.375000+00:00,1978,,
sun,rashi,Pisces,1978-09-17T05:48:45+00:00,1978,,
sun,rashi,Aries,1979-03-14T01:57:25.312500+00:00,1979,,
sun,rashi,Pisces,1979-09-13T08:14:17.812500+00:00,1979,,
sun,rashi,Aries,1980-03-12T11:00:56.250000+00:00,1980,,
sun,rashi,Pisces,1980-09-19T10:27:11.250000+00:00,1980,,
sun,rashi,Aries,1981-03-15T20:34:41.250000+00:00,1981,,
sun,rashi,Pisces,1981-09-14T09:23:54.375000+00:00,1981,,
sun,rashi,Aries,1982-03-13T04:03:59.062500+00:00,1982,,
sun,rashi,Pisces,1982-09-21T14:36:05.625000+00:00,1982,,
sun,rashi,Aries,1983-03-18T18:28:49.687500+00:00,1983,,
sun,rashi,Pisces,1983-09-16T17:49:27.187500+00:00,1983,,
sun,rashi,Aries,1984-03-12T18:53:26.250000+00:00,1984,,
sun,rashi,Pisces,1984-09-21T22:49:41.250000+00:00,1984,,
sun,rashi,Aries,1985-03-20T13:27:11.250000+00:00,1985,,
sun,rashi,Pisces,1985-09-18T00:33:02.812500+00:00,1985,,
sun,rashi,Aries,1986-03-14T23:12:53.437500+00:00,1986,,
sun,rashi,Pisces,1986-09-14T21:33:02.812500+00:00,1986,,
sun,rashi,Aries,1986-09-21T07:03:59.062500+00:00,1986,,
sun,rashi,Pisces,1986-09-24T19:58:07.500000+00:00,1986,,
sun,rashi,Aries,1987-03-09T12:50:37.500000+00:00,1987,,
sun,rashi,Pisces,1987-09-20T18:38:40.312500+00:00,1987,,
sun,rashi,Aries,1988-03-16T00:18:59.062500+00:00,1988,,
sun,rashi,Pisces,1988-09-12T16:11:43.125000+00:00,1988,,
sun,rashi,Aries,1989-03-08T13:29:17.812500+00:00,1989,,
sun,rashi,Pisces,1989-09-06T01:03:16.875000+00:00,1989,,
sun,rashi,Aries,1989-09-14T03:21:05.625000+00:00,1989,,
sun,rashi,Pisces,1989-09-20T00:02:06.562500+00:00,1989,,
sun,rashi,Aries,1990-03-20T00:00:00+00:00,1990,,
sun,rashi,Pisces,1990-09-15T21:46:24.375000+00:00,1990,,
sun,rashi,Aries,1991-03-13T10:44:03.750000+00:00,1991,,
sun,rashi,Pisces,1991-09-28T15:23:54.375000+00:00,1991,,
sun,rashi,Aries,1992-03-24T02:06:33.750000+00:00,1992,,
sun,rashi,Pisces,1992-09-20T22:08:54.375000+00:00,1992,,
sun,rashi,Aries,1993-03-17T05:10:04.687500+00:00,1993,,
sun,rashi,Pisces,1993-09-12T15:23:54.375000+00:00,1993,,
sun,rashi,Aries,1993-09-20T06:51:19.687500+00:00,1993,,
sun,rashi,Pisces,1993-10-01T19:25:04.687500+00:00,1993,,
sun,rashi,Aries,1994-03-07T19:41:57.187500+00:00,1994,,
sun,rashi,Pisces,1994-03-16T22:04:41.250000+00:00,1994,,
sun,rashi,Aries,1994-03-27T18:14:03.750000+00:00,1994,,
sun,rashi,Pisces,1994-09-22T23:07:58.125000+00:00,1994,,
sun,rashi,Aries,1995-02-24T20:47:20.625000+00:00,1995,,
sun,rashi,Pisces,1995-03-04T02:55:46.875000+00:00,1995,,
sun,rashi,Aries,1995-03-18T00:23:12.187500+00:00,1995,,
sun,rashi,Pisces,1995-08-21T21:47:48.750000+00:00,1995,,
sun,rashi,Aries,1995-08-27T00:50:37.500000+00:00,1995,,
sun,rashi,Pisces,1995-09-11T12:51:19.687500+00:00,1995,,
sun,rashi,Aries,1996-03-07T13:51:47.812500+00:00,1996,,
sun,rashi,Pisces,1996-09-01T14:20:37.500000+00:00,1996,,
sun,rashi,Aries,1996-09-15T20:00:14.062500+00:00,1996,,
sun,rashi,Pisces,1996-09-24T01:31:24.375000+00:00,1996,,
sun,rashi,Aries,1997-02-26T08:57:53.437500+00:00,1997,,
sun,rashi,Pisces,1997-03-10T11:42:25.312500+00:00,1997,,
sun,rashi,Aries,1997-03-20T14:27:39.375000+00:00,1997,,
sun,rashi,Pisces,1997-08-24T00:09:08.437500+00:00,1997,,
sun,rashi,Aries,1997-08-31T08:52:15.937500+00:00,1997,,
sun,rashi,Pisces,1997-09-15T23:55:46.875000+00:00,1997,,
sun,rashi,Aries,1998-03-14T06:17:34.687500+00:00,1998,,
sun,rashi,Pisces,1998-03-25T22:53:54.375000+00:00,1998,,
sun,rashi,Aries,1998-04-07T05:19:55.312500+00:00,1998,,
sun,rashi,Pisces,1998-04-26T16:30:00+00:00,1998,,
sun,rashi,Aries,1998-04-30T05:48:45+00:00,1998,,
sun,rashi,Pisces,1998-09-08T08:45:56.250000+00:00,1998,,
sun,rashi,Aries,1998-09-16T14:38:12.187500+00:00,1998,,
sun,rashi,Pisces,1998-10-03T06:42:53.437500+00:00,1998,,
sun,rashi,Aries,1998-10-16T18:33:45+00:00,1998,,
sun,rashi,Pisces,1998-10-28T06:42:53.437500+00:00,1998,,
sun,rashi,Aries,1998-11-15T13:56:00.937500+00:00,1998,,
sun,rashi,Pisces,1998-11-22T01:44:03.750000+00:00,1998,,
sun,rashi,Aries,1999-01-11T06:56:57.187500+00:00,1999,,
sun,rashi,Pisces,1999-01-13T15:11:57.187500+00:00,1999,,
sun,rashi,Aries,1999-02-05T17:15:42.187500+00:00,1999,,
sun,rashi,Pisces,1999-02-12T03:42:53.437500+00:00,1999,,
sun,rashi,Aries,1999-03-03T08:12:11.250000+00:00,1999,,
sun,rashi,Pisces,1999-03-13T12:04:13.125000+00:00,1999,,
sun,rashi,Aries,1999-03-28T19:30:42.187500+00:00,1999,,
sun,rashi,Pisces,1999-04-11T18:33:02.812500+00:00,1999,,
sun,rashi,Aries,1999-04-23T03:04:13.125000+00:00,1999,,
sun,rashi,Pisces,1999-05-10T20:31:10.312500+00:00,1999,,
sun,rashi,Aries,1999-05-18T13:54:36.562500+00:00,1999,,
sun,rashi,Pisces,1999-06-08T12:10:32.812500+00:00,1999,,
sun,rashi,Aries,1999-06-13T13:34:55.312500+00:00,1999,,
sun,rashi,Pisces,1999-08-01T18:18:16.875000+00:00,1999,,
sun,rashi,Aries,1999-08-07T18:26:43.125000+00:00,1999,,
sun,rashi,Pisces,1999-08-28T13:43:21.562500+00:00,1999,,
sun,rashi,Aries,1999-09-04T07:51:05.625000+00:00,1999,,
sun,rashi,Pisces,1999-09-25T07:59:31.875000+00:00,1999,,
sun,rashi,Aries,1999-09-30T22:27:53.437500+00:00,1999,,
sun,rashi,Pisces,1999-10-22T22:44:45.937500+00:00,1999,,
sun,rashi,Aries,1999-10-27T17:52:58.125000+00:00,1999,,
sun,rashi,Pisces,1999-11-18T14:10:46.875000+00:00,1999,,
sun,rashi,Aries,1999-11-24T12:33:45+00:00,1999,,
sun,rashi,Pisces,1999-12-14T16:50:23.437500+00:00,1999,,
sun,rashi,Aries,1999-12-22T21:39:22.500000+00:00,1999,,
sun,rashi,Pisces,2000-01-09T18:16:10.312500+00:00,2000,,
sun,rashi,Aries,2000-01-20T12:08:26.250000+00:00,2000,,
sun,rashi,Pisces,2000-02-04T20:13:35.625000+00:00,2000,,
sun,rashi,Aries,2000-02-18T03:54:50.625000+00:00,2000,,
sun,rashi,Pisces,2000-03-01T20:36:05.625000+00:00,2000,,
sun,rashi,Aries,2000-03-17T16:52:30+00:00,2000,,
sun,rashi,Pisces,2000-03-27T18:16:52.500000+00:00,2000,,
sun,rashi,Aries,2000-04-15T00:19:41.250000+00:00,2000,,
sun,rashi,Pisces,2000-04-22T16:25:46.875000+00:00,2000,,
sun,rashi,Aries,2000-05-12T21:59:45.937500+00:00,2000,,
sun,rashi,Pisces,2000-05-19T01:14:31.875000+00:00,2000,,
sun,rashi,Aries,2000-06-09T02:05:09.375000+00:00,2000,,
sun,rashi,Pisces,2000-06-15T10:29:17.812500+00:00,2000,,
sun,rashi,Aries,2000-07-05T16:03:16.875000+00:00,2000,,
sun,rashi,Pisces,2000-07-13T17:03:45+00:00,2000,,
sun,rashi,Aries,2000-07-31T23:38:12.187500+00:00,2000,,
sun,rashi,Pisces,2000-08-11T10:39:08.437500+00:00,2000,,
sun,rashi,Aries,2000-08-27T00:25:18.750000+00:00,2000,,
sun,rashi,Pisces,2000-09-09T10:37:44.062500+00:00,2000,,
sun,rashi,Aries,2000-09-21T15:53:26.250000+00:00,2000,,
sun,rashi,Pisces,2000-10-08T12:25:18.750000+00:00,2000,,
sun,rashi,Aries,2000-10-17T02:26:15+00:00,2000,,
sun,rashi,Pisces,2000-11-06T08:42:25.312500+00:00,2000,,
sun,rashi,Aries,2000-11-11T20:18:30.937500+00:00,2000,,
sun,rashi,Pisces,2000-12-04T09:39:22.500000+00:00,2000,,
sun,rashi,Aries,2000-12-08T14:15:42.187500+00:00,2000,,
sun,rashi,Pisces,2000-12-31T02:15:42.187500+00:00,2000,,
sun,rashi,Aries,2001-01-05T19:46:52.500000+00:00,2001,,
sun,rashi,Pisces,2001-01-26T00:56:15+00:00,2001,,
sun,rashi,Aries,2001-02-03T17:21:19.687500+00:00,2001,,
sun,rashi,Pisces,2001-02-20T14:03:45+00:00,2001,,
sun,rashi,Aries,2001-03-04T19:37:01.875000+00:00,2001,,
sun,rashi,Pisces,2001-03-17T15:03:30.937500+00:00,2001,,
sun,rashi,Aries,2001-04-03T20:50:51.562500+00:00,2001,,
sun,rashi,Pisces,2001-04-10T12:27:25.312500+00:00,2001,,
sun,rashi,Aries,2001-09-13T11:07:58.125000+00:00,2001,,
sun,rashi,Pisces,2001-09-24T12:02:06.562500+00:00,2001,,
sun,rashi,Aries,2001-10-07T00:23:12.187500+00:00,2001,,
sun,rashi,Pisces,2002-03-08T23:41:43.125000+00:00,2002,,
sun,rashi,Aries,2002-03-21T02:22:44.062500+00:00,2002,,
sun,rashi,Pisces,2002-04-01T04:58:49.687500+00:00,2002,,
sun,rashi,Aries,2002-09-03T18:34:27.187500+00:00,2002,,
sun,rashi,Pisces,2002-09-11T13:53:54.375000+00:00,2002,,
sun,rashi,Aries,2002-09-26T17:14:17.812500+00:00,2002,,
sun,rashi,Pisces,2002-10-15T00:06:19.687500+00:00,2002,,
sun,rashi,Aries,2002-10-18T04:30:42.187500+00:00,2002,,
sun,rashi,Pisces,2003-03-22T20:37:30+00:00,2003,,
sun,rashi,Aries,2003-09-17T13:06:05.625000+00:00,2003,,
sun,rashi,Pisces,2003-10-01T07:44:45.937500+00:00,2003,,
sun,rashi,Aries,2003-10-08T15:38:40.312500+00:00,2003,,
sun,rashi,Pisces,2004-03-12T07:52:30+00:00,2004,,
sun,rashi,Aries,2004-03-26T22:44:03.750000+00:00,2004,,
sun,rashi,Pisces,2004-04-02T05:26:15+00:00,2004,,
sun,rashi,Aries,2004-09-07T04:37:44.062500+00:00,2004,,
sun,rashi,Pisces,2004-09-17T03:55:32.812500+00:00,2004,,
sun,rashi,Aries,2004-09-27T18:06:19.687500+00:00,2004,,
sun,rashi,Pisces,2005-03-05T05:43:07.500000+00:00,2005,,
sun,rashi,Aries,2005-03-10T06:49:55.312500+00:00,2005,,
sun,rashi,Pisces,2005-03-24T21:27:25.312500+00:00,2005,,
sun,rashi,Aries,2005-09-19T15:06:19.687500+00:00,2005,,
sun,rashi,Pisces,2006-03-15T01:58:07.500000+00:00,2006,,
sun,rashi,Aries,2006-09-11T09:07:01.875000+00:00,2006,,
sun,rashi,Pisces,2006-09-25T01:32:06.562500+00:00,2006,,
sun,rashi,Aries,2006-09-29T14:13:35.625000+00:00,2006,,
sun,rashi,Pisces,2007-03-08T09:53:26.250000+00:00,2007,,
sun,rashi,Aries,2007-03-19T06:09:50.625000+00:00,2007,,
sun,rashi,Pisces,2007-03-26T07:51:05.625000+00:00,2007,,
sun,rashi,Aries,2007-09-22T02:48:45+00:00,2007,,
sun,rashi,Pisces,2008-03-17T09:11:15+00:00,2008,,
sun,rashi,Aries,2008-09-13T17:12:53.437500+00:00,2008,,
sun,rashi,Pisces,2009-03-09T11:34:41.250000+00:00,2009,,
sun,rashi,Aries,2009-09-07T19:39:08.437500+00:00,2009,,
sun,rashi,Pisces,2009-09-14T13:08:12.187500+00:00,2009,,
sun,rashi,Aries,2009-09-22T02:29:03.750000+00:00,2009,,
sun,rashi,Pisces,2010-03-19T05:11:29.062500+00:00,2010,,
sun,rashi,Aries,2010-09-15T13:27:11.250000+00:00,2010,,
sun,rashi,Pisces,2011-03-14T05:18:30.937500+00:00,2011,,
sun,rashi,Aries,2011-09-12T15:43:35.625000+00:00,2011,,
sun,rashi,Pisces,2012-03-21T19:47:34.687500+00:00,2012,,
sun,rashi,Aries,2012-09-20T02:31:10.312500+00:00,2012,,
sun,rashi,Pisces,2013-03-17T10:19:27.187500+00:00,2013,,
sun,rashi,Aries,2013-09-16T00:18:59.062500+00:00,2013,,
sun,rashi,Pisces,2014-03-11T00:16:52.500000+00:00,2014,,
sun,rashi,Aries,2014-09-22T07:15:14.062500+00:00,2014,,
sun,rashi,Pisces,2015-03-18T16:15:56.250000+00:00,2015,,
sun,rashi,Aries,2015-09-14T23:17:48.750000+00:00,2015,,
sun,rashi,Pisces,2016-03-11T01:25:04.687500+00:00,2016,,
sun,rashi,Aries,2016-09-11T01:23:40.312500+00:00,2016,,
sun,rashi,Pisces,2017-03-17T06:07:44.062500+00:00,2017,,
sun,rashi,Aries,2017-09-17T08:02:20.625000+00:00,2017,,
sun,rashi,Pisces,2018-03-14T19:46:10.312500+00:00,2018,,
sun,rashi,Aries,2018-09-14T06:19:41.250000+00:00,2018,,
sun,rashi,Pisces,2019-03-20T02:51:33.750000+00:00,2019,,
sun,rashi,Aries,2019-09-21T18:09:08.437500+00:00,2019,,
sun,rashi,Pisces,2020-03-17T03:06:19.687500+00:00,2020,,
sun,rashi,Aries,2020-09-16T04:31:24.375000+00:00,2020,,
sun,rashi,Pisces,2021-03-13T18:25:18.750000+00:00,2021,,
sun,rashi,Aries,2021-09-21T11:43:49.687500+00:00,2021,,
sun,rashi,Pisces,2022-03-17T14:07:15.937500+00:00,2022,,
sun,rashi,Aries,2022-09-16T01:32:06.562500+00:00,2022,,
sun,rashi,Pisces,2023-03-13T15:43:35.625000+00:00,2023,,
sun,rashi,Aries,2023-09-14T06:59:45.937500+00:00,2023,,
sun,rashi,Pisces,2024-03-17T05:31:52.500000+00:00,2024,,
sun,rashi,Aries,2024-09-17T18:41:29.062500+00:00,2024,,
sun,rashi,Pisces,2025-03-14T18:35:09.375000+00:00,2025,,
sun,rashi,Aries,2025-09-15T04:41:57.187500+00:00,2025,,
sun,nakshatra,,1900-03-15T04:41:57.187500+00:00,1900,Ashwini,1.0
sun,nakshatra,,1900-09-16T15:11:15+00:00,1900,Revati,4.0
sun,nakshatra,,1901-03-14T08:15:00+00:00,1901,Ashwini,1.0
sun,nakshatra,,1901-09-17T02:15:42.187500+00:00,1901,Revati,4.0
sun,nakshatra,,1902-03-15T20:06:33.750000+00:00,1902,Ashwini,1.0
sun,nakshatra,,1902-09-18T03:55:32.812500+00:00,1902,Revati,4.0
sun,nakshatra,,1903-03-15T17:52:58.125000+00:00,1903,Ashwini,1.0
sun,nakshatra,,1903-09-17T18:54:08.437500+00:00,1903,Revati,4.0
sun,nakshatra,,1904-03-14T18:10:32.812500+00:00,1904,Ashwini,1.0
sun,nakshatra,,1904-09-18T04:32:06.562500+00:00,1904,Revati,4.0
sun,nakshatra,,1905-03-15T21:25:18.750000+00:00,1905,Ashwini,1.0
sun,nakshatra,,1905-09-16T13:30:42.187500+00:00,1905,Revati,4.0
sun,nakshatra,,1906-03-14T05:41:43.125000+00:00,1906,Ashwini,1.0
sun,nakshatra,,1906-09-17T16:27:53.437500+00:00,1906,Revati,4.0
sun,nakshatra,,1907-03-15T20:15:00+00:00,1907,Ashwini,1.0
sun,nakshatra,,1907-09-17T10:46:52.500000+00:00,1907,Revati,4.0
sun,nakshatra,,1908-03-14T04:04:41.250000+00:00,1908,Ashwini,1.0
sun,nakshatra,,1908-09-17T02:22:01.875000+00:00,1908,Revati,4.0
sun,nakshatra,,1909-03-15T05:16:24.375000+00:00,1909,Ashwini,1.0
sun,nakshatra,,1909-09-18T02:26:57.187500+00:00,1909,Revati,4.0
sun,nakshatra,,1910-03-15T22:22:58.125000+00:00,1910,Ashwini,1.0
sun,nakshatra,,1910-09-17T06:45:42.187500+00:00,1910,Revati,4.0
sun,nakshatra,,1911-03-15T08:12:11.250000+00:00,1911,Ashwini,1.0
sun,nakshatra,,1911-09-19T00:49:55.312500+00:00,1911,Revati,4.0
